# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Wed Jun 22 00:02:21 CEST 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: HST/WFC3 wide filters (UVIS+IR) - updated filters and zeropoints, 2021
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F218Wmag  F225Wmag  F275Wmag  F336Wmag  F390Wmag  F438Wmag  F475Wmag  F555Wmag  F606Wmag  F625Wmag  F775Wmag  F814Wmag  F105Wmag  F110Wmag  F125Wmag  F140Wmag  F160Wmag
0.00015547 -2.00000 10.07918 0.8020696044 2.4194462299    0.743  2.957  3.6637  0.959    7  0.000  0.417    20.67    13.94     9.48     7.44     6.03  2    -1e-30      0.00 7.528e-01 2.471e-01 2.167e-05 1.477e-05 6.890e-05 -1.000 1.390e-04 -2.621 3.936 3.413 1.976 -0.150 -0.558 -0.927 -1.541 -2.042 -2.446 -2.676 -3.253 -3.338 -3.782 -3.938 -4.126 -4.368 -4.601
0.00015547 -2.00000 10.07918 0.8020731211 2.4194474220    0.743  2.999  3.6609  0.906    7  0.000  0.415    23.15    15.35    10.39     8.17     6.62  1    -1e-30      0.00 7.525e-01 2.473e-01 2.150e-05 1.508e-05 6.873e-05 -1.000 1.636e-04 -2.728 3.991 3.526 2.117 -0.066 -0.530 -0.938 -1.591 -2.116 -2.534 -2.772 -3.362 -3.448 -3.900 -4.058 -4.247 -4.492 -4.727
0.00015547 -2.00000 10.07918 0.8020762801 2.4194486141    0.743  3.043  3.6581  0.851    7  0.000  0.414    26.02    16.95    11.42     9.00     7.30  1    -1e-30      0.00 7.523e-01 2.475e-01 2.136e-05 1.536e-05 6.856e-05 -1.000 1.636e-04 -2.837 4.047 3.641 2.274 0.031 -0.492 -0.941 -1.637 -2.187 -2.623 -2.869 -3.473 -3.560 -4.021 -4.181 -4.372 -4.620 -4.858
0.00015547 -2.00000 10.07918 0.8020777702 2.4194490910    0.743  3.066  3.6566  0.821    7  0.000  0.413    27.74    17.89    12.03     9.49     7.69  1    -1e-30      0.00 7.522e-01 2.477e-01 2.128e-05 1.556e-05 6.843e-05 -1.000 1.636e-04 -2.896 4.082 3.690 2.320 0.049 -0.495 -0.957 -1.669 -2.229 -2.671 -2.920 -3.531 -3.619 -4.084 -4.246 -4.438 -4.688 -4.927
0.00015547 -2.00000 10.07918 0.8020781875 2.4194490910    0.743  3.061  3.6569  0.828    7  0.000  0.413    27.32    17.67    11.88     9.37     7.60  1    -1e-30      0.00 7.521e-01 2.477e-01 2.125e-05 1.566e-05 6.836e-05 -1.000 1.636e-04 -2.882 4.076 3.681 2.312 0.047 -0.493 -0.952 -1.660 -2.218 -2.659 -2.907 -3.517 -3.605 -4.069 -4.230 -4.422 -4.672 -4.911
0.00015547 -2.00000 10.07918 0.8020783067 2.4194493294    0.743  3.060  3.6569  0.829    7  0.000  0.413    27.26    17.63    11.86     9.35     7.58  1    -1e-30      0.00 7.521e-01 2.477e-01 2.124e-05 1.567e-05 6.835e-05 -1.000 1.637e-04 -2.880 4.075 3.680 2.311 0.047 -0.492 -0.951 -1.659 -2.217 -2.658 -2.905 -3.515 -3.603 -4.067 -4.228 -4.420 -4.669 -4.908
0.00015547 -2.00000 10.07918 0.8020783663 2.4194493294    0.743  3.060  3.6569  0.828    7  0.000  0.413    27.28    17.64    11.87     9.36     7.59  1    -1e-30      0.00 7.521e-01 2.477e-01 2.124e-05 1.568e-05 6.835e-05 -1.000 1.636e-04 -2.880 4.075 3.680 2.311 0.047 -0.492 -0.951 -1.659 -2.217 -2.658 -2.906 -3.515 -3.603 -4.067 -4.228 -4.420 -4.670 -4.909
0.00015547 -2.00000 10.07918 0.8020784855 2.4194493294    0.743  3.067  3.6565  0.819    7  0.000  0.413    27.81    17.94    12.06     9.51     7.71  1    -1e-30      0.00 7.521e-01 2.477e-01 2.123e-05 1.570e-05 6.834e-05 -1.000 1.636e-04 -2.899 4.085 3.694 2.323 0.050 -0.494 -0.957 -1.670 -2.230 -2.673 -2.922 -3.533 -3.622 -4.087 -4.248 -4.441 -4.691 -4.930
0.00015547 -2.00000 10.07918 0.8020786047 2.4194493294    0.743  3.072  3.6562  0.813    7  0.000  0.413    28.17    18.13    12.18     9.61     7.79  1    -1e-30      0.00 7.521e-01 2.477e-01 2.123e-05 1.571e-05 6.833e-05 -1.000 1.636e-04 -2.911 4.091 3.702 2.331 0.053 -0.496 -0.961 -1.677 -2.239 -2.683 -2.932 -3.545 -3.634 -4.100 -4.261 -4.454 -4.704 -4.944
0.00015547 -2.00000 10.07918 0.8020787835 2.4194493294    0.743  3.081  3.6556  0.802    7  0.000  0.412    28.87    18.51    12.43     9.80     7.95  1    -1e-30      0.00 7.521e-01 2.478e-01 2.122e-05 1.573e-05 6.832e-05 -1.000 1.636e-04 -2.934 4.103 3.719 2.347 0.058 -0.498 -0.968 -1.689 -2.255 -2.702 -2.952 -3.567 -3.656 -4.124 -4.286 -4.479 -4.730 -4.970
0.00015547 -2.00000 10.07918 0.8020789623 2.4194493294    0.743  3.101  3.6543  0.777    7  0.000  0.412    30.41    19.35    12.96    10.23     8.30  1    -1e-30      0.00 7.520e-01 2.479e-01 2.117e-05 1.589e-05 6.820e-05 -1.000 1.637e-04 -2.982 4.132 3.759 2.382 0.070 -0.501 -0.982 -1.716 -2.289 -2.741 -2.994 -3.614 -3.704 -4.176 -4.339 -4.533 -4.785 -5.027
0.00015547 -2.00000 10.07918 0.8020793200 2.4194495678    0.743  3.148  3.6510  0.717    7  0.000  0.411    34.57    21.58    14.38    11.37     9.23  1    -1e-30      0.00 7.517e-01 2.481e-01 2.103e-05 1.630e-05 6.790e-05 -1.000 1.636e-04 -3.100 4.210 3.864 2.479 0.108 -0.503 -1.011 -1.776 -2.369 -2.835 -3.094 -3.729 -3.821 -4.302 -4.468 -4.664 -4.920 -5.165
0.00015547 -2.00000 10.07918 0.8020799160 2.4194498062    0.743  3.212  3.6465  0.635    7  0.523  0.410    41.21    25.05    16.59    13.14    10.67  1    -1e-30      0.00 7.512e-01 2.487e-01 2.077e-05 1.715e-05 6.730e-05 -1.000 1.637e-04 -3.260 4.298 3.993 2.620 0.167 -0.502 -1.046 -1.855 -2.474 -2.960 -3.227 -3.882 -3.977 -4.473 -4.642 -4.842 -5.103 -5.353
0.00015547 -2.00000 10.07918 0.8020802140 2.4194498062    0.743  3.225  3.6424  0.606    8  0.521  0.424    43.81    26.39    17.43    13.82    11.22  1 -3.77e-07      0.00 7.511e-01 2.488e-01 2.167e-05 1.739e-05 6.785e-05 -1.000 1.603e-04 -3.291 4.441 4.165 2.809 0.290 -0.416 -0.984 -1.823 -2.462 -2.961 -3.234 -3.904 -4.002 -4.509 -4.682 -4.885 -5.152 -5.407
0.00015547 -2.00000 10.07918 0.8020802736 2.4194498062    0.741  3.003  3.6576  0.887    8  0.521  0.426    24.05    15.85    10.71     8.43     6.83  1 -1.58e-07      0.00 7.511e-01 2.488e-01 2.167e-05 1.739e-05 6.785e-05 -1.000 1.603e-04 -2.737 4.137 3.730 2.360 0.115 -0.401 -0.847 -1.540 -2.088 -2.522 -2.767 -3.370 -3.458 -3.919 -4.080 -4.272 -4.521 -4.760
0.00015547 -2.00000 10.07918 0.8020803928 2.4194500446    0.739  2.847  3.6682  1.084    8  0.521  0.426    15.82    11.10     7.62     5.97     4.84  2 -9.14e-08      0.00 7.511e-01 2.488e-01 2.167e-05 1.739e-05 6.785e-05 -1.000 1.603e-04 -2.348 3.923 3.303 1.837 -0.180 -0.488 -0.794 -1.350 -1.816 -2.197 -2.417 -2.975 -3.056 -3.489 -3.643 -3.827 -4.064 -4.293
0.00015547 -2.00000 10.07918 0.8020806313 2.4194500446    0.733  2.635  3.6826  1.351    8  0.521  0.426     8.94     6.84     4.80     3.73     3.02  3 -4.67e-08      0.00 7.511e-01 2.488e-01 2.167e-05 1.739e-05 6.785e-05 -1.000 1.603e-04 -1.817 3.733 2.905 1.359 -0.332 -0.407 -0.567 -0.997 -1.383 -1.715 -1.911 -2.426 -2.502 -2.903 -3.047 -3.223 -3.444 -3.658
0.00015547 -2.00000 10.07918 0.8020809293 2.4194500446    0.726  2.640  3.6820  1.339    8  0.521  0.426     9.14     6.97     4.88     3.80     3.07  3 -4.79e-08      0.00 7.511e-01 2.488e-01 2.167e-05 1.739e-05 6.785e-05 -1.000 1.603e-04 -1.830 3.745 2.922 1.380 -0.324 -0.406 -0.571 -1.005 -1.393 -1.727 -1.924 -2.441 -2.516 -2.918 -3.063 -3.239 -3.461 -3.675
0.00015547 -2.00000 10.07918 0.8020813465 2.4194502831    0.718  2.723  3.6761  1.227    8  0.521  0.426    11.55     8.50     5.91     4.61     3.73  2 -6.27e-08      0.00 7.511e-01 2.488e-01 2.167e-05 1.739e-05 6.785e-05 -1.000 1.603e-04 -2.037 3.818 3.068 1.561 -0.276 -0.449 -0.668 -1.148 -1.566 -1.917 -2.123 -2.655 -2.733 -3.148 -3.296 -3.476 -3.704 -3.925
0.00015547 -2.00000 10.07918 0.8020818233 2.4194505215    0.707  2.910  3.6631  0.982    8  0.522  0.426    19.42    13.20     8.98     7.06     5.72  2 -1.19e-07      0.00 7.511e-01 2.488e-01 2.167e-05 1.739e-05 6.785e-05 -1.000 1.603e-04 -2.504 4.059 3.543 2.110 -0.021 -0.430 -0.802 -1.419 -1.922 -2.326 -2.557 -3.135 -3.219 -3.665 -3.822 -4.010 -4.253 -4.486
0.00015547 -2.00000 10.07918 0.8020823598 2.4194505215    0.695  3.078  3.6512  0.759    8  0.522  0.426    31.17    19.68    13.15    10.41     8.44  1 -2.28e-07      0.00 7.511e-01 2.488e-01 2.167e-05 1.739e-05 6.785e-05 -1.000 1.602e-04 -2.925 4.341 3.988 2.599 0.238 -0.359 -0.859 -1.615 -2.202 -2.664 -2.921 -3.553 -3.645 -4.125 -4.290 -4.487 -4.743 -4.988
0.00015547 -2.00000 10.07918 0.8020830154 2.4194507599    0.681  3.191  3.6431  0.605    8  0.522  0.426    43.09    25.83    17.05    13.56    11.00  1  -3.7e-07      0.00 7.511e-01 2.488e-01 2.167e-05 1.739e-05 6.785e-05 -1.000 1.602e-04 -3.206 4.498 4.218 2.860 0.352 -0.349 -0.913 -1.748 -2.384 -2.881 -3.153 -3.821 -3.918 -4.424 -4.596 -4.798 -5.064 -5.318
0.00015547 -2.00000 10.07918 0.8020837307 2.4194509983    0.666  3.252  3.6385  0.515    8  0.523  0.426    52.02    30.22    19.80    15.79    12.81  1 -4.97e-07      0.00 7.511e-01 2.488e-01 2.167e-05 1.739e-05 6.785e-05 -1.000 1.602e-04 -3.361 4.577 4.327 3.027 0.440 -0.322 -0.924 -1.808 -2.474 -2.994 -3.275 -3.966 -4.067 -4.587 -4.764 -4.970 -5.241 -5.500
0.00015547 -2.00000 10.07918 0.8020845056 2.4194514751    0.650  3.283  3.6360  0.464    8  0.523  0.426    57.83    32.96    21.49    17.18    13.94  1 -5.89e-07      0.00 7.511e-01 2.488e-01 2.167e-05 1.739e-05 6.785e-05 -1.000 1.602e-04 -3.437 4.621 4.380 3.130 0.499 -0.293 -0.913 -1.826 -2.511 -3.044 -3.331 -4.036 -4.139 -4.669 -4.847 -5.056 -5.330 -5.592
0.00015547 -2.00000 10.07918 0.8020853996 2.4194517136    0.632  3.301  3.6343  0.427    8  0.524  0.426    62.22    34.95    22.72    18.20    14.76  1 -6.65e-07      0.00 7.511e-01 2.488e-01 2.167e-05 1.739e-05 6.785e-05 -1.000 1.602e-04 -3.482 4.659 4.421 3.207 0.548 -0.264 -0.897 -1.830 -2.527 -3.070 -3.361 -4.076 -4.180 -4.716 -4.897 -5.107 -5.383 -5.646
0.00015547 -2.00000 10.07918 0.8020895123 2.4194531441    0.526 -9.999  4.0000  1.883    9  0.526  0.000     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.511e-01 2.488e-01 2.167e-05 1.739e-05 6.785e-05 -1.000 1.602e-04 29.767 29.836 29.813 29.822 29.900 29.935 30.064 30.071 30.078 30.066 30.067 30.065 30.053 30.073 30.076 30.087 30.086 30.081
#isochrone terminated
